"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Finland","2001","Not applicable","Not applicable","Number","4568373.01674"
"Finland","2000","Not applicable","Not applicable","Number","4447529.95788"
"Finland","1999","Not applicable","Not applicable","Number","3867807.69054"
"Finland","1998","Not applicable","Not applicable","Number","3342994.72616"
"Finland","1997","Not applicable","Not applicable","Number","2910832.00813"
"Finland","1996","Not applicable","Not applicable","Number","2493856.61279"
"France","2014","Not applicable","Not applicable","Number","58023352.72358"
"France","2013","Not applicable","Not applicable","Number","55594073.45654"
"France","2012","Not applicable","Not applicable","Number","54511004.37316"
"France","2011","Not applicable","Not applicable","Number","53428391.06706"
"France","2010","Not applicable","Not applicable","Number","50729963.92672"
"France","2009","Not applicable","Not applicable","Number","49757013.15627"
"France","2008","Not applicable","Not applicable","Number","46547843.61154"
"France","2007","Not applicable","Not applicable","Number","44015913.91925"
"France","2006","Not applicable","Not applicable","Number","42013009.20964"
"France","2005","Not applicable","Not applicable","Number","39235687.19445"
"France","2004","Not applicable","Not applicable","Number","37986289.10898"
"France","2003","Not applicable","Not applicable","Number","36913784.78177"
"France","2002","Not applicable","Not applicable","Number","38152927.72136"
"France","2001","Not applicable","Not applicable","Number","35822407.29707"
"France","2000","Not applicable","Not applicable","Number","32978197.50098"
"France","1999","Not applicable","Not applicable","Number","30762850.67176"
"France","1998","Not applicable","Not applicable","Number","29267958.55618"
"France","1997","Not applicable","Not applicable","Number","28475472.08138"
"France","1996","Not applicable","Not applicable","Number","28153239.22408"
"Gabon","2009","Not applicable","Not applicable","Number","128466.25641"
"Gabon","2008","Not applicable","Not applicable","Number","114638.81959"
"Gabon","2007","Not applicable","Not applicable","Number","94485.29319"
"Gambia","2011","Not applicable","Not applicable","Number","3543.76864"
"Gambia","2009","Not applicable","Not applicable","Number","445.05004"
"Gambia","2008","Not applicable","Not applicable","Number","483.95796"
"Georgia","2014","Not applicable","Not applicable","Number","33612.99962"
"Georgia","2013","Not applicable","Not applicable","Number","26882.11347"
"Georgia","2005","Not applicable","Not applicable","Number","32340.55005"
"Georgia","2004","Not applicable","Not applicable","Number","39536.09764"
"Georgia","2003","Not applicable","Not applicable","Number","32389.56944"
"Georgia","2002","Not applicable","Not applicable","Number","24407.57868"
"Georgia","2001","Not applicable","Not applicable","Number","29262.83371"
"Georgia","2000","Not applicable","Not applicable","Number","24645.83983"
"Georgia","1999","Not applicable","Not applicable","Number","31618.42007"
"Georgia","1998","Not applicable","Not applicable","Number","37234.24787"
"Georgia","1997","Not applicable","Not applicable","Number","34570.16556"
"Georgia","1996","Not applicable","Not applicable","Number","29718.50819"
"Germany","2014","Not applicable","Not applicable","Number","106276740.25279"
"Germany","2013","Not applicable","Not applicable","Number","100441436.0959"
"Germany","2012","Not applicable","Not applicable","Number","100699044.82111"
"Germany","2011","Not applicable","Not applicable","Number","96369701.00413"
"Germany","2010","Not applicable","Not applicable","Number","87905422.91506"
"Germany","2009","Not applicable","Not applicable","Number","82900307.98055"
"Germany","2008","Not applicable","Not applicable","Number","81970625.3057"
"Germany","2007","Not applicable","Not applicable","Number","74023127.268"
"Germany","2006","Not applicable","Not applicable","Number","70228946.52578"
"Germany","2005","Not applicable","Not applicable","Number","64298818.16871"
"Germany","2004","Not applicable","Not applicable","Number","61330900.93558"
"Germany","2003","Not applicable","Not applicable","Number","59527499.75442"
"Germany","2002","Not applicable","Not applicable","Number","56657055.67523"
"Germany","2001","Not applicable","Not applicable","Number","54453382.36742"
"Germany","2000","Not applicable","Not applicable","Number","52375409.35264"
"Germany","1999","Not applicable","Not applicable","Number","49431523.67579"
"Germany","1998","Not applicable","Not applicable","Number","45167080.2408"
"Germany","1997","Not applicable","Not applicable","Number","43258609.55226"
"Germany","1996","Not applicable","Not applicable","Number","41454819.89584"
"Ghana","2010","Not applicable","Not applicable","Number","276671.785"
"Ghana","2007","Not applicable","Not applicable","Number","132507.07936"
"Greece","2014","Not applicable","Not applicable","Number","2377453.52456"
"Greece","2013","Not applicable","Not applicable","Number","2273890.14296"
"Greece","2012","Not applicable","Not applicable","Number","1945393.43459"
"Greece","2011","Not applicable","Not applicable","Number","1986886.02323"
"Greece","2010","Not applicable","Not applicable","Number","1927317.54932"
"Greece","2009","Not applicable","Not applicable","Number","2130452.17456"
"Greece","2008","Not applicable","Not applicable","Number","2284659.27733"
"Greece","2007","Not applicable","Not applicable","Number","1866966.13828"
"Greece","2006","Not applicable","Not applicable","Number","1749593.22601"
"Greece","2005","Not applicable","Not applicable","Number","1615498.91672"
"Greece","2004","Not applicable","Not applicable","Number","1469149.11978"
"Greece","2003","Not applicable","Not applicable","Number","1421725.00734"
"Greece","2001","Not applicable","Not applicable","Number","1269843.63699"
"Greece","1999","Not applicable","Not applicable","Number","1116952.28524"
"Greece","1997","Not applicable","Not applicable","Number","781014.27706"
"Guatemala","2012","Not applicable","Not applicable","Number","47955.72881"
"Guatemala","2011","Not applicable","Not applicable","Number","49254.36652"
"Guatemala","2010","Not applicable","Not applicable","Number","41866.66153"
"Guatemala","2009","Not applicable","Not applicable","Number","51111.45737"
"Guatemala","2008","Not applicable","Not applicable","Number","56471.35877"
"Guatemala","2007","Not applicable","Not applicable","Number","57832.89624"
"Guatemala","2006","Not applicable","Not applicable","Number","39141.76634"
"Guatemala","2005","Not applicable","Not applicable","Number","25583.91985"
"Honduras","2004","Not applicable","Not applicable","Number","9214.24836"
"Honduras","2003","Not applicable","Not applicable","Number","8563.08569"
"Honduras","2002","Not applicable","Not applicable","Number","7964.76694"
"Honduras","2001","Not applicable","Not applicable","Number","6933.51625"
"Honduras","2000","Not applicable","Not applicable","Number","7664.04991"
"Hong Kong Special Administrative Region of China","2013","Not applicable","Not applicable","Number","2800278.42063"
"Hong Kong Special Administrative Region of China","2012","Not applicable","Not applicable","Number","2666960.35859"
"Hong Kong Special Administrative Region of China","2011","Not applicable","Not applicable","Number","2553211.11235"
"Hong Kong Special Administrative Region of China","2010","Not applicable","Not applicable","Number","2481331.93"
"Hong Kong Special Administrative Region of China","2009","Not applicable","Not applicable","Number","2369421.71576"
"Hong Kong Special Administrative Region of China","2008","Not applicable","Not applicable","Number","2244190.9643"
"Hong Kong Special Administrative Region of China","2007","Not applicable","Not applicable","Number","2249912.98758"
"Hong Kong Special Administrative Region of China","2006","Not applicable","Not applicable","Number","2176473.6557"
"Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Number","1920091.03833"
"Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Number","1616526.37464"
"Hong Kong Special Administrative Region of China","2003","Not applicable","Not applicable","Number","1364156.41868"
"Hong Kong Special Administrative Region of China","2002","Not applicable","Not applicable","Number","1109315.02463"
"Hong Kong Special Administrative Region of China","2001","Not applicable","Not applicable","Number","991538.50104"
"Hong Kong Special Administrative Region of China","2000","Not applicable","Not applicable","Number","835503.0132"
"Hong Kong Special Administrative Region of China","1999","Not applicable","Not applicable","Number","746924.32199"
"Hong Kong Special Administrative Region of China","1998","Not applicable","Not applicable","Number","671622.14085"
"Hungary","2014","Not applicable","Not applicable","Number","3341616.08357"
"Hungary","2013","Not applicable","Not applicable","Number","3249568.52552"
"Hungary","2012","Not applicable","Not applicable","Number","2842691.86771"
"Hungary","2011","Not applicable","Not applicable","Number","2696154.46168"
"Hungary","2010","Not applicable","Not applicable","Number","2472569.20002"
"Hungary","2009","Not applicable","Not applicable","Number","2382735.92478"
"Hungary","2008","Not applicable","Not applicable","Number","2058173.76521"
"Hungary","2007","Not applicable","Not applicable","Number","1870885.40209"
"Hungary","2006","Not applicable","Not applicable","Number","1852990.15363"
"Hungary","2005","Not applicable","Not applicable","Number","1615660.80822"
"Hungary","2004","Not applicable","Not applicable","Number","1437737.77519"
"Hungary","2003","Not applicable","Not applicable","Number","1460558.59291"
"Hungary","2002","Not applicable","Not applicable","Number","1492606.78261"
"Hungary","2001","Not applicable","Not applicable","Number","1271341.08051"
"Hungary","2000","Not applicable","Not applicable","Number","977333.89687"
"Hungary","1999","Not applicable","Not applicable","Number","773583.99038"
"Hungary","1998","Not applicable","Not applicable","Number","728347.83737"
"Hungary","1997","Not applicable","Not applicable","Number","725781.70632"
"Hungary","1996","Not applicable","Not applicable","Number","613691.23946"
"Iceland","2014","Not applicable","Not applicable","Number","268226.66051"
"Iceland","2013","Not applicable","Not applicable","Number","254615.86863"
"Iceland","2011","Not applicable","Not applicable","Number","314837.00002"
"Iceland","2009","Not applicable","Not applicable","Number","337938.88599"
"Iceland","2008","Not applicable","Not applicable","Number","333590.16635"
"Iceland","2007","Not applicable","Not applicable","Number","310620.91734"
"Iceland","2006","Not applicable","Not applicable","Number","326407.38561"
"Iceland","2005","Not applicable","Not applicable","Number","287075.61804"
"Iceland","2003","Not applicable","Not applicable","Number","251402.10728"
"Iceland","2002","Not applicable","Not applicable","Number","263812.10664"
"Iceland","2001","Not applicable","Not applicable","Number","256327.65311"
"Iceland","2000","Not applicable","Not applicable","Number","216566.93888"
"Iceland","1999","Not applicable","Not applicable","Number","182238.86499"
"Iceland","1998","Not applicable","Not applicable","Number","152354.66621"
"Iceland","1997","Not applicable","Not applicable","Number","129541.12322"
"India","2011","Not applicable","Not applicable","Number","48062976.42923"
"India","2010","Not applicable","Not applicable","Number","42813386.78974"
"India","2009","Not applicable","Not applicable","Number","39401934.65354"
"India","2008","Not applicable","Not applicable","Number","37028484.67436"
"India","2007","Not applicable","Not applicable","Number","32866167.79482"
"India","2006","Not applicable","Not applicable","Number","29393347.24748"
"India","2005","Not applicable","Not applicable","Number","26532114.3548"
"India","2004","Not applicable","Not applicable","Number","21588525.83982"
"India","2003","Not applicable","Not applicable","Number","18500988.43261"
"India","2002","Not applicable","Not applicable","Number","16966590.34861"
"India","2001","Not applicable","Not applicable","Number","16324908.26077"
"India","2000","Not applicable","Not applicable","Number","15662820.67436"
"India","1999","Not applicable","Not applicable","Number","14107657.61035"
"India","1998","Not applicable","Not applicable","Number","12407114.71975"
"India","1997","Not applicable","Not applicable","Number","11278231.63152"
"India","1996","Not applicable","Not applicable","Number","9917613.22675"
"Indonesia","2013","Not applicable","Not applicable","Number","2131880.36377"
"Indonesia","2009","Not applicable","Not applicable","Number","1552984.81708"
"Indonesia","2001","Not applicable","Not applicable","Number","490823.89544"
"Indonesia","2000","Not applicable","Not applicable","Number","658975.25192"
"Iran, Islamic Republic of","2012","Not applicable","Not applicable","Number","4170385.41564"
"Iran, Islamic Republic of","2010","Not applicable","Not applicable","Number","3537744.3195"
"Iran, Islamic Republic of","2009","Not applicable","Not applicable","Number","3360631.13795"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Number","7690472.86881"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Number","5723485.3961"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Number","5853587.04003"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Number","4427604.98926"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Number","4706713.26238"
"Iran, Islamic Republic of","2002","Not applicable","Not applicable","Number","3538907.87572"
"Iran, Islamic Republic of","2001","Not applicable","Not applicable","Number","3267815.86034"
"Iraq","2014","Not applicable","Not applicable","Number","205443.43071"
"Iraq","2011","Not applicable","Not applicable","Number","146268.9095"
"Iraq","2010","Not applicable","Not applicable","Number","141227.91963"
"Iraq","2009","Not applicable","Not applicable","Number","162347.57003"
"Iraq","2008","Not applicable","Not applicable","Number","117381.1259"
"Iraq","2007","Not applicable","Not applicable","Number","140997.0772"
"Ireland","2014","Not applicable","Not applicable","Number","3415885.28221"
"Ireland","2013","Not applicable","Not applicable","Number","3312092.26706"
"Ireland","2012","Not applicable","Not applicable","Number","3284068.75435"
"Ireland","2011","Not applicable","Not applicable","Number","3203837.05726"
"Ireland","2010","Not applicable","Not applicable","Number","3166450.98386"
"Ireland","2009","Not applicable","Not applicable","Number","3066687.74236"
"Ireland","2008","Not applicable","Not applicable","Number","2738323.81709"
"Ireland","2007","Not applicable","Not applicable","Number","2537583.78618"
"Ireland","2006","Not applicable","Not applicable","Number","2253794.61789"
"Ireland","2005","Not applicable","Not applicable","Number","2009435.43773"
"Ireland","2004","Not applicable","Not applicable","Number","1830080.17788"
"Ireland","2003","Not applicable","Not applicable","Number","1616303.65337"
"Ireland","2002","Not applicable","Not applicable","Number","1430224.98302"
"Ireland","2001","Not applicable","Not applicable","Number","1294014.16433"
"Ireland","2000","Not applicable","Not applicable","Number","1223101.95047"
"Ireland","1999","Not applicable","Not applicable","Number","1148996.34889"
"Ireland","1998","Not applicable","Not applicable","Number","1101045.50544"
"Ireland","1997","Not applicable","Not applicable","Number","1009944.30626"
"Ireland","1996","Not applicable","Not applicable","Number","924093.62547"
"Israel","2014","Not applicable","Not applicable","Number","11216027.52494"
"Israel","2013","Not applicable","Not applicable","Number","10773767.35911"
"Israel","2012","Not applicable","Not applicable","Number","10426216.86961"
"Israel","2011","Not applicable","Not applicable","Number","9523411.16564"
"Israel","2010","Not applicable","Not applicable","Number","8669611.00046"
"Israel","2009","Not applicable","Not applicable","Number","8506846.32898"
"Israel","2008","Not applicable","Not applicable","Number","8706365.44998"
"Israel","2007","Not applicable","Not applicable","Number","8748694.58354"
"Israel","2006","Not applicable","Not applicable","Number","7501015.43755"
"Israel","2005","Not applicable","Not applicable","Number","6966300.47805"
"Israel","2004","Not applicable","Not applicable","Number","6656090.07947"
"Israel","2003","Not applicable","Not applicable","Number","6204189.04445"
"Israel","2002","Not applicable","Not applicable","Number","6845659.25313"
"Israel","2001","Not applicable","Not applicable","Number","6719333.19942"
"Israel","2000","Not applicable","Not applicable","Number","6154431.90082"
"Israel","1999","Not applicable","Not applicable","Number","4606591.65946"
"Israel","1998","Not applicable","Not applicable","Number","3840220.40871"
"Israel","1997","Not applicable","Not applicable","Number","3514342.62507"
"Israel","1996","Not applicable","Not applicable","Number","3057168.41402"
"Italy","2014","Not applicable","Not applicable","Number","27397077.77518"
"Italy","2013","Not applicable","Not applicable","Number","27544033.75155"
"Italy","2012","Not applicable","Not applicable","Number","26849649.81849"
"Italy","2011","Not applicable","Not applicable","Number","25769282.80053"
"Italy","2010","Not applicable","Not applicable","Number","25151550.88137"
"Italy","2009","Not applicable","Not applicable","Number","24648790.97866"
"Italy","2008","Not applicable","Not applicable","Number","24076139.86695"
"Italy","2007","Not applicable","Not applicable","Number","22317267.68505"
"Italy","2006","Not applicable","Not applicable","Number","20207219.05071"
"Italy","2005","Not applicable","Not applicable","Number","17999044.5926"
"Italy","2004","Not applicable","Not applicable","Number","17482930.27345"
"Italy","2003","Not applicable","Not applicable","Number","17321780.00671"
"Italy","2002","Not applicable","Not applicable","Number","17268870.13956"
"Italy","2001","Not applicable","Not applicable","Number","16811987.71698"
"Italy","2000","Not applicable","Not applicable","Number","15256364.41998"
"Italy","1999","Not applicable","Not applicable","Number","14081084.05323"
"Italy","1998","Not applicable","Not applicable","Number","14150336.81857"
"Italy","1997","Not applicable","Not applicable","Number","13207886.70875"
"Italy","1996","Not applicable","Not applicable","Number","12224423.77579"
"Jamaica","2002","Not applicable","Not applicable","Number","10924.32789"
"Jamaica","2001","Not applicable","Not applicable","Number","8581.2181"
"Japan","2014","Not applicable","Not applicable","Number","165981282.13619"
"Japan","2013","Not applicable","Not applicable","Number","160246831.74686"
"Japan","2012","Not applicable","Not applicable","Number","151810010.03421"
"Japan","2011","Not applicable","Not applicable","Number","148389229.83441"
"Japan","2010","Not applicable","Not applicable","Number","140607427.40727"
"Japan","2009","Not applicable","Not applicable","Number","136953956.73045"
"Japan","2008","Not applicable","Not applicable","Number","148719234.39208"
"Japan","2007","Not applicable","Not applicable","Number","147602227.47031"
"Japan","2006","Not applicable","Not applicable","Number","138564851.36209"
"Japan","2005","Not applicable","Not applicable","Number","128694561.18976"
"Japan","2004","Not applicable","Not applicable","Number","117597893.77498"
"Japan","2003","Not applicable","Not applicable","Number","112192262.16481"
"Japan","2002","Not applicable","Not applicable","Number","108166224.94974"
"Japan","2001","Not applicable","Not applicable","Number","103825762.30362"
"Japan","2000","Not applicable","Not applicable","Number","98757998.27174"
"Japan","1999","Not applicable","Not applicable","Number","92773730.04252"
"Japan","1998","Not applicable","Not applicable","Number","91030894.43033"
"Japan","1997","Not applicable","Not applicable","Number","87778407.59149"
"Japan","1996","Not applicable","Not applicable","Number","83065365.25006"
"Jordan","2008","Not applicable","Not applicable","Number","263285.67747"
"Jordan","2002","Not applicable","Not applicable","Number","114020.56623"
"Kazakhstan","2013","Not applicable","Not applicable","Number","691386.13105"
"Kazakhstan","2012","Not applicable","Not applicable","Number","620829.76629"
"Kazakhstan","2011","Not applicable","Not applicable","Number","540741.20238"
"Kazakhstan","2010","Not applicable","Not applicable","Number","480856.85612"
"Kazakhstan","2009","Not applicable","Not applicable","Number","661591.33838"
"Kazakhstan","2008","Not applicable","Not applicable","Number","612879.07296"
"Kazakhstan","2007","Not applicable","Not applicable","Number","561184.36688"
"Kazakhstan","2006","Not applicable","Not applicable","Number","583610.03458"
"Kazakhstan","2005","Not applicable","Not applicable","Number","597425.34619"
"Kazakhstan","2004","Not applicable","Not applicable","Number","462073.20117"
"Kazakhstan","2003","Not applicable","Not applicable","Number","417073.5235"
"Kazakhstan","2002","Not applicable","Not applicable","Number","378021.43461"
"Kazakhstan","2001","Not applicable","Not applicable","Number","292545.38914"
"Kazakhstan","2000","Not applicable","Not applicable","Number","207298.83432"
"Kazakhstan","1999","Not applicable","Not applicable","Number","187441.66682"
"Kazakhstan","1998","Not applicable","Not applicable","Number","215510.71662"
"Kazakhstan","1997","Not applicable","Not applicable","Number","289298.11681"
"Kenya","2010","Not applicable","Not applicable","Number","788176.8879"
"Kenya","2007","Not applicable","Not applicable","Number","305242.82868"
"Kuwait","2013","Not applicable","Not applicable","Number","830461.53944"
"Kuwait","2012","Not applicable","Not applicable","Number","260791.8602"
"Kuwait","2011","Not applicable","Not applicable","Number","244664.79424"
"Kuwait","2010","Not applicable","Not applicable","Number","223992.11433"
"Kuwait","2009","Not applicable","Not applicable","Number","250807.71272"
"Kuwait","2008","Not applicable","Not applicable","Number","204136.20677"
"Kuwait","2007","Not applicable","Not applicable","Number","196160.93169"
"Kuwait","2006","Not applicable","Not applicable","Number","178029.26238"
"Kuwait","2005","Not applicable","Not applicable","Number","191036.99059"
"Kuwait","2004","Not applicable","Not applicable","Number","216951.11231"
"Kuwait","2003","Not applicable","Not applicable","Number","210226.81079"
"Kuwait","2002","Not applicable","Not applicable","Number","220437.3136"
"Kuwait","2001","Not applicable","Not applicable","Number","209381.9001"
"Kuwait","2000","Not applicable","Not applicable","Number","142553.18031"
"Kuwait","1999","Not applicable","Not applicable","Number","209781.17157"
"Kuwait","1998","Not applicable","Not applicable","Number","274573.74432"
"Kuwait","1997","Not applicable","Not applicable","Number","208640.02059"
"Kyrgyzstan","2014","Not applicable","Not applicable","Number","24507.48554"
"Kyrgyzstan","2013","Not applicable","Not applicable","Number","27500.2405"
"Kyrgyzstan","2012","Not applicable","Not applicable","Number","27208.43869"
"Kyrgyzstan","2011","Not applicable","Not applicable","Number","25179.19049"
"Kyrgyzstan","2010","Not applicable","Not applicable","Number","23153.72693"
"Kyrgyzstan","2009","Not applicable","Not applicable","Number","23648.78995"
"Kyrgyzstan","2008","Not applicable","Not applicable","Number","27118.08454"
"Kyrgyzstan","2007","Not applicable","Not applicable","Number","30222.84259"
"Kyrgyzstan","2006","Not applicable","Not applicable","Number","26646.13792"
"Kyrgyzstan","2005","Not applicable","Not applicable","Number","21639.07584"
"Kyrgyzstan","2004","Not applicable","Not applicable","Number","21069.3163"
"Kyrgyzstan","2003","Not applicable","Not applicable","Number","21415.40767"
"Kyrgyzstan","2002","Not applicable","Not applicable","Number","17448.70651"
"Kyrgyzstan","2001","Not applicable","Not applicable","Number","14914.17853"
"Kyrgyzstan","2000","Not applicable","Not applicable","Number","12594.79546"
"Kyrgyzstan","1999","Not applicable","Not applicable","Number","13439.85263"
"Kyrgyzstan","1998","Not applicable","Not applicable","Number","14950.97754"
"Kyrgyzstan","1997","Not applicable","Not applicable","Number","13332.18842"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Number","4288.78189"
"Latvia","2014","Not applicable","Not applicable","Number","314301.1029"
"Latvia","2013","Not applicable","Not applicable","Number","271937.79769"
"Latvia","2012","Not applicable","Not applicable","Number","281884.53269"
"Latvia","2011","Not applicable","Not applicable","Number","279896.22755"
"Latvia","2010","Not applicable","Not applicable","Number","223095.93426"
"Latvia","2009","Not applicable","Not applicable","Number","165356.63681"
"Latvia","2008","Not applicable","Not applicable","Number","251970.10532"
"Latvia","2007","Not applicable","Not applicable","Number","232215.02249"
"Latvia","2006","Not applicable","Not applicable","Number","240212.14937"
"Latvia","2005","Not applicable","Not applicable","Number","167594.99695"
"Latvia","2004","Not applicable","Not applicable","Number","113434.07624"
"Latvia","2003","Not applicable","Not applicable","Number","93527.18888"
"Latvia","2002","Not applicable","Not applicable","Number","96699.72927"
"Latvia","2001","Not applicable","Not applicable","Number","85104.0052"
"Latvia","2000","Not applicable","Not applicable","Number","84323.26515"
"Latvia","1999","Not applicable","Not applicable","Number","64452.90623"
"Latvia","1998","Not applicable","Not applicable","Number","68539.97609"
"Latvia","1997","Not applicable","Not applicable","Number","60969.75204"
"Latvia","1996","Not applicable","Not applicable","Number","60257.58403"
"Lesotho","2011","Not applicable","Not applicable","Number","599.2956"
"Lesotho","2009","Not applicable","Not applicable","Number","1192.10863"
"Lesotho","2004","Not applicable","Not applicable","Number","1982.52052"
"Lesotho","2003","Not applicable","Not applicable","Number","1428.91888"
"Lesotho","2002","Not applicable","Not applicable","Number","1289.28188"
"Lithuania","2014","Not applicable","Not applicable","Number","794931.42823"
"Lithuania","2013","Not applicable","Not applicable","Number","723290.4737"
"Lithuania","2012","Not applicable","Not applicable","Number","644460.46726"
"Lithuania","2011","Not applicable","Not applicable","Number","617233.72372"
"Lithuania","2010","Not applicable","Not applicable","Number","487054.84348"
"Lithuania","2009","Not applicable","Not applicable","Number","479801.86296"
"Lithuania","2008","Not applicable","Not applicable","Number","524415.48731"
"Lithuania","2007","Not applicable","Not applicable","Number","498947.04014"
"Lithuania","2006","Not applicable","Not applicable","Number","433064.42621"
"Lithuania","2005","Not applicable","Not applicable","Number","364596.27088"
"Lithuania","2004","Not applicable","Not applicable","Number","336018.92558"
"Lithuania","2003","Not applicable","Not applicable","Number","278999.46875"
"Lithuania","2002","Not applicable","Not applicable","Number","242670.25921"
"Lithuania","2001","Not applicable","Not applicable","Number","223607.59749"
"Lithuania","2000","Not applicable","Not applicable","Number","178002.66285"
"Lithuania","1999","Not applicable","Not applicable","Number","141834.02897"
"Lithuania","1998","Not applicable","Not applicable","Number","154299.0246"
"Lithuania","1997","Not applicable","Not applicable","Number","140196.92673"
"Lithuania","1996","Not applicable","Not applicable","Number","117594.67396"
"Luxembourg","2014","Not applicable","Not applicable","Number","682151.87708"
"Luxembourg","2013","Not applicable","Not applicable","Number","661651.93416"
"Luxembourg","2012","Not applicable","Not applicable","Number","624900.37712"
"Luxembourg","2011","Not applicable","Not applicable","Number","705873.93543"
"Luxembourg","2010","Not applicable","Not applicable","Number","654530.1575"
"Luxembourg","2009","Not applicable","Not applicable","Number","683894.49846"
"Luxembourg","2008","Not applicable","Not applicable","Number","682828.86243"
"Luxembourg","2007","Not applicable","Not applicable","Number","639928.6949"
"Luxembourg","2006","Not applicable","Not applicable","Number","616607.81445"
"Luxembourg","2005","Not applicable","Not applicable","Number","495332.12439"
"Luxembourg","2004","Not applicable","Not applicable","Number","485392.15718"
"Luxembourg","2003","Not applicable","Not applicable","Number","452726.8339"
"Luxembourg","2000","Not applicable","Not applicable","Number","387387.29148"
"Macao Special Administrative Region of China","2014","Not applicable","Not applicable","Number","70120.51601"
"Macao Special Administrative Region of China","2013","Not applicable","Not applicable","Number","41055.77986"
"Macao Special Administrative Region of China","2012","Not applicable","Not applicable","Number","34225.50946"
"Macao Special Administrative Region of China","2011","Not applicable","Not applicable","Number","28504.56769"
"Macao Special Administrative Region of China","2010","Not applicable","Not applicable","Number","25810.94758"
"Macao Special Administrative Region of China","2009","Not applicable","Not applicable","Number","21946.25325"
"Macao Special Administrative Region of China","2008","Not applicable","Not applicable","Number","40077.16889"
"Macao Special Administrative Region of China","2007","Not applicable","Not applicable","Number","21531.66444"
"Macao Special Administrative Region of China","2006","Not applicable","Not applicable","Number","26742.95725"
"Macao Special Administrative Region of China","2005","Not applicable","Not applicable","Number","24201.86935"
"Macao Special Administrative Region of China","2004","Not applicable","Not applicable","Number","13257.82847"
"Macao Special Administrative Region of China","2003","Not applicable","Not applicable","Number","11914.74192"
"Macao Special Administrative Region of China","2002","Not applicable","Not applicable","Number","11688.55262"
"Macao Special Administrative Region of China","2001","Not applicable","Not applicable","Number","9467.0294"
"Madagascar","2014","Not applicable","Not applicable","Number","5299.24013"
"Madagascar","2011","Not applicable","Not applicable","Number","31483.8534"
"Madagascar","2010","Not applicable","Not applicable","Number","32519.49085"
"Madagascar","2009","Not applicable","Not applicable","Number","41545.3011"
"Madagascar","2008","Not applicable","Not applicable","Number","39214.76496"
"Madagascar","2007","Not applicable","Not applicable","Number","37597.92871"
"Madagascar","2006","Not applicable","Not applicable","Number","40203.7162"
"Madagascar","2005","Not applicable","Not applicable","Number","39819.09829"
"Madagascar","2004","Not applicable","Not applicable","Number","46967.21243"
"Madagascar","2003","Not applicable","Not applicable","Number","65747.88544"
"Madagascar","2002","Not applicable","Not applicable","Number","42599.27555"
"Madagascar","2001","Not applicable","Not applicable","Number","42700.88094"
"Madagascar","2000","Not applicable","Not applicable","Number","21612.64391"
"Madagascar","1999","Not applicable","Not applicable","Number","16168.9214"
"Madagascar","1998","Not applicable","Not applicable","Number","17505.01868"
"Madagascar","1997","Not applicable","Not applicable","Number","33240.03662"
"Malaysia","2014","Not applicable","Not applicable","Number","9679577.03799"
"Malaysia","2012","Not applicable","Not applicable","Number","7329942.61189"
"Malaysia","2011","Not applicable","Not applicable","Number","6456645.20563"
"Malaysia","2010","Not applicable","Not applicable","Number","6023453.81187"
"Malaysia","2009","Not applicable","Not applicable","Number","5400030.67455"
"Malaysia","2008","Not applicable","Not applicable","Number","4248102.79836"
"Malaysia","2006","Not applicable","Not applicable","Number","2822469.45308"
"Malaysia","2004","Not applicable","Not applicable","Number","2341872.3995"
"Malaysia","2002","Not applicable","Not applicable","Number","2151764.16028"
"Malaysia","2000","Not applicable","Not applicable","Number","1405752.09114"
"Malaysia","1998","Not applicable","Not applicable","Number","994040.07178"
"Malaysia","1996","Not applicable","Not applicable","Number","528985.36045"
"Mali","2010","Not applicable","Not applicable","Number","153368.37949"
"Mali","2007","Not applicable","Not applicable","Number","47070.84666"
"Malta","2014","Not applicable","Not applicable","Number","111243.75256"
"Malta","2013","Not applicable","Not applicable","Number","109081.48521"
"Malta","2012","Not applicable","Not applicable","Number","105939.32495"
"Malta","2011","Not applicable","Not applicable","Number","83703.86498"
"Malta","2010","Not applicable","Not applicable","Number","75702.89979"
"Malta","2009","Not applicable","Not applicable","Number","58055.66325"
"Malta","2008","Not applicable","Not applicable","Number","58340.43852"
"Malta","2007","Not applicable","Not applicable","Number","55616.70448"
"Malta","2006","Not applicable","Not applicable","Number","55647.46774"
"Malta","2005","Not applicable","Not applicable","Number","48017.49471"
"Malta","2004","Not applicable","Not applicable","Number","42354.11312"
"Malta","2003","Not applicable","Not applicable","Number","19862.12245"
"Malta","2002","Not applicable","Not applicable","Number","19926.91774"
"Mauritius","2012","Not applicable","Not applicable","Number","38570.32369"
"Mauritius","2005","Not applicable","Not applicable","Number","51896.89952"
"Mauritius","2004","Not applicable","Not applicable","Number","50600.33811"
"Mauritius","2003","Not applicable","Not applicable","Number","41504.85044"
