"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Trinidad and Tobago","2004","Not applicable","Not applicable","Number","93300000"
"Trinidad and Tobago","1998","Not applicable","Not applicable","Number","48400000"
"Trinidad and Tobago","2005","Not applicable","Not applicable","Number","94600000"
"Trinidad and Tobago","1999","Not applicable","Not applicable","Number","52720000"
"Trinidad and Tobago","2006","Not applicable","Not applicable","Number","64080000"
"Trinidad and Tobago","2000","Not applicable","Not applicable","Number","64800000"
"Trinidad and Tobago","2007","Not applicable","Not applicable","Number","62850000"
"Trinidad and Tobago","2001","Not applicable","Not applicable","Number","64700000"
"Trinidad and Tobago","2008","Not applicable","Not applicable","Number","53840000"
"Trinidad and Tobago","2002","Not applicable","Not applicable","Number","72800000"
"Trinidad and Tobago","2009","Not applicable","Not applicable","Number","68710000"
"Trinidad and Tobago","2010","Not applicable","Not applicable","Number","67400000"
"Trinidad and Tobago","2011","Not applicable","Not applicable","Number","65600000"
"Trinidad and Tobago","2012","Not applicable","Not applicable","Number","72520000"
"Trinidad and Tobago","2013","Not applicable","Not applicable","Number","91440000"
"Trinidad and Tobago","2014","Not applicable","Not applicable","Number","144640000"
"Tunisia","2002","Not applicable","Not applicable","Number","178660000"
"Tunisia","2003","Not applicable","Not applicable","Number","230080000"
"Tunisia","2004","Not applicable","Not applicable","Number","283890000"
"Tunisia","2005","Not applicable","Not applicable","Number","298100000"
"Tunisia","2006","Not applicable","Not applicable","Number","309900000"
"Tunisia","2007","Not applicable","Not applicable","Number","331800000"
"Tunisia","2008","Not applicable","Not applicable","Number","353380000"
"Tunisia","2009","Not applicable","Not applicable","Number","414520000"
"Tunisia","2010","Not applicable","Not applicable","Number","435240000"
"Tunisia","2011","Not applicable","Not applicable","Number","457010000"
"Tunisia","2012","Not applicable","Not applicable","Number","479856000"
"Tunisia","2013","Not applicable","Not applicable","Number","504000000"
"Tunisia","2014","Not applicable","Not applicable","Number","529042000"
"Turkey","2006","Not applicable","Not applicable","Number","4399881000"
"Turkey","1996","Not applicable","Not applicable","Number","66709000"
"Turkey","2007","Not applicable","Not applicable","Number","6091179000"
"Turkey","1997","Not applicable","Not applicable","Number","141782000"
"Turkey","2008","Not applicable","Not applicable","Number","6893048000"
"Turkey","1998","Not applicable","Not applicable","Number","260422000"
"Turkey","2009","Not applicable","Not applicable","Number","8087453000"
"Turkey","1999","Not applicable","Not applicable","Number","489163000"
"Turkey","2010","Not applicable","Not applicable","Number","9267590000"
"Turkey","2000","Not applicable","Not applicable","Number","798438000"
"Turkey","2011","Not applicable","Not applicable","Number","11154150000"
"Turkey","2001","Not applicable","Not applicable","Number","1291891000"
"Turkey","2012","Not applicable","Not applicable","Number","13062263000"
"Turkey","2002","Not applicable","Not applicable","Number","1843288000"
"Turkey","2013","Not applicable","Not applicable","Number","14807322000"
"Turkey","2003","Not applicable","Not applicable","Number","2197090000"
"Turkey","2014","Not applicable","Not applicable","Number","17598117000"
"Turkey","2004","Not applicable","Not applicable","Number","2897516000"
"Turkey","2005","Not applicable","Not applicable","Number","3835441000"
"Uganda","2002","Not applicable","Not applicable","Number","39845953000"
"Uganda","2003","Not applicable","Not applicable","Number","31870038000"
"Uganda","2004","Not applicable","Not applicable","Number","40027858000"
"Uganda","2005","Not applicable","Not applicable","Number","34531052000"
"Uganda","2006","Not applicable","Not applicable","Number","54688635000"
"Uganda","2007","Not applicable","Not applicable","Number","82249000000"
"Uganda","2008","Not applicable","Not applicable","Number","79939412000"
"Uganda","2009","Not applicable","Not applicable","Number","123889061000"
"Uganda","2010","Not applicable","Not applicable","Number","194769300000"
"Ukraine","2010","Not applicable","Not applicable","Number","8995893900"
"Ukraine","1997","Not applicable","Not applicable","Number","1113188200"
"Ukraine","2011","Not applicable","Not applicable","Number","9591349500"
"Ukraine","1998","Not applicable","Not applicable","Number","1097675200"
"Ukraine","2012","Not applicable","Not applicable","Number","10558500000"
"Ukraine","1999","Not applicable","Not applicable","Number","1264873200"
"Ukraine","2013","Not applicable","Not applicable","Number","11161100000"
"Ukraine","2000","Not applicable","Not applicable","Number","1636292100"
"Ukraine","2014","Not applicable","Not applicable","Number","10320300000"
"Ukraine","2001","Not applicable","Not applicable","Number","2089458000"
"Ukraine","2002","Not applicable","Not applicable","Number","2254032400"
"Ukraine","2003","Not applicable","Not applicable","Number","2972301200"
"Ukraine","2004","Not applicable","Not applicable","Number","3732459000"
"Ukraine","2005","Not applicable","Not applicable","Number","5160399800"
"Ukraine","2006","Not applicable","Not applicable","Number","5164434900"
"Ukraine","2007","Not applicable","Not applicable","Number","6149231500"
"Ukraine","2008","Not applicable","Not applicable","Number","8024758900"
"Ukraine","2009","Not applicable","Not applicable","Number","7822209800"
"United Arab Emirates","2011","Not applicable","Not applicable","Number","6261612500"
"United Arab Emirates","2014","Not applicable","Not applicable","Number","10268896363.9779"
"United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Number","18286000000"
"United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Number","14336000000"
"United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Number","19227800000"
"United Kingdom of Great Britain and Northern Ireland","1997","Not applicable","Not applicable","Number","14656600000"
"United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Number","19898100000"
"United Kingdom of Great Britain and Northern Ireland","1998","Not applicable","Not applicable","Number","15454494000"
"United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Number","20248100000"
"United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Number","16928638000"
"United Kingdom of Great Britain and Northern Ireland","2005","Not applicable","Not applicable","Number","21681200000"
"United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Number","17718000000"
"United Kingdom of Great Britain and Northern Ireland","2006","Not applicable","Not applicable","Number","23203100000"
"United Kingdom of Great Britain and Northern Ireland","2007","Not applicable","Not applicable","Number","24996837000"
"United Kingdom of Great Britain and Northern Ireland","2008","Not applicable","Not applicable","Number","25641211000"
"United Kingdom of Great Britain and Northern Ireland","2009","Not applicable","Not applicable","Number","25863600000"
"United Kingdom of Great Britain and Northern Ireland","2010","Not applicable","Not applicable","Number","26362000000"
"United Kingdom of Great Britain and Northern Ireland","2011","Not applicable","Not applicable","Number","27379700000"
"United Kingdom of Great Britain and Northern Ireland","2012","Not applicable","Not applicable","Number","27006000000"
"United Kingdom of Great Britain and Northern Ireland","2013","Not applicable","Not applicable","Number","28875100000"
"United Kingdom of Great Britain and Northern Ireland","2014","Not applicable","Not applicable","Number","30892000000"
"United Republic of Tanzania","2007","Not applicable","Not applicable","Number","91003500000"
"United Republic of Tanzania","2010","Not applicable","Not applicable","Number","166685975036"
"United Republic of Tanzania","2013","Not applicable","Not applicable","Number","375512710230.66"
"United States of America","1996","Not applicable","Not applicable","Number","197792150000"
"United States of America","1997","Not applicable","Not applicable","Number","212708789000"
"United States of America","1998","Not applicable","Not applicable","Number","226934000000"
"United States of America","1999","Not applicable","Not applicable","Number","245548000000"
"United States of America","2000","Not applicable","Not applicable","Number","269513000000"
"United States of America","2001","Not applicable","Not applicable","Number","280238000000"
"United States of America","2002","Not applicable","Not applicable","Number","279891000000"
"United States of America","2003","Not applicable","Not applicable","Number","293852000000"
"United States of America","2004","Not applicable","Not applicable","Number","305640000000"
"United States of America","2005","Not applicable","Not applicable","Number","328128000000"
"United States of America","2006","Not applicable","Not applicable","Number","353328000000"
"United States of America","2007","Not applicable","Not applicable","Number","380316000000"
"United States of America","2008","Not applicable","Not applicable","Number","407238000000"
"United States of America","2009","Not applicable","Not applicable","Number","406405000000"
"United States of America","2010","Not applicable","Not applicable","Number","410093000000"
"United States of America","2011","Not applicable","Not applicable","Number","428745000000"
"United States of America","2012","Not applicable","Not applicable","Number","436078000000"
"United States of America","2013","Not applicable","Not applicable","Number","456977000000"
"United States Virgin Islands","1997","Not applicable","Not applicable","Number","1352808"
"United States Virgin Islands","1998","Not applicable","Not applicable","Number","1362854"
"United States Virgin Islands","1999","Not applicable","Not applicable","Number","1453423"
"United States Virgin Islands","2000","Not applicable","Not applicable","Number","1433147"
"United States Virgin Islands","2001","Not applicable","Not applicable","Number","1727555"
"United States Virgin Islands","2002","Not applicable","Not applicable","Number","2158461"
"United States Virgin Islands","2003","Not applicable","Not applicable","Number","1300000"
"United States Virgin Islands","2004","Not applicable","Not applicable","Number","1300000"
"United States Virgin Islands","2005","Not applicable","Not applicable","Number","1300000"
"United States Virgin Islands","2006","Not applicable","Not applicable","Number","1400000"
"United States Virgin Islands","2007","Not applicable","Not applicable","Number","1300000"
"Uruguay","1996","Not applicable","Not applicable","Number","433406372"
"Uruguay","1997","Not applicable","Not applicable","Number","791968270"
"Uruguay","1998","Not applicable","Not applicable","Number","510048872"
"Uruguay","1999","Not applicable","Not applicable","Number","609654666"
"Uruguay","2000","Not applicable","Not applicable","Number","577855480"
"Uruguay","2002","Not applicable","Not applicable","Number","688900000"
"Uruguay","2006","Not applicable","Not applicable","Number","1722245089.1642"
"Uruguay","2007","Not applicable","Not applicable","Number","2333703880.35837"
"Uruguay","2008","Not applicable","Not applicable","Number","2415672001.53271"
"Uruguay","2009","Not applicable","Not applicable","Number","2947546303.56613"
"Uruguay","2010","Not applicable","Not applicable","Number","2756790690.90697"
"Uruguay","2011","Not applicable","Not applicable","Number","3230188550.12357"
"Uruguay","2012","Not applicable","Not applicable","Number","3411021435.27524"
"Uruguay","2013","Not applicable","Not applicable","Number","3784004262.55693"
"Uruguay","2014","Not applicable","Not applicable","Number","4467776720.3112"
"Uzbekistan","2014","Not applicable","Not applicable","Number","286498500000"
"Viet Nam","2002","Not applicable","Not applicable","Number","1032560900000"
"Viet Nam","2011","Not applicable","Not applicable","Number","5293950000000"
"Zambia","2005","Not applicable","Not applicable","Number","9272025.37"
"Zambia","2008","Not applicable","Not applicable","Number","186637000"
"Zambia","1996","Not applicable","Not applicable","Number","479570"
"Zambia","1997","Not applicable","Not applicable","Number","417000"
"Zambia","2002","Not applicable","Not applicable","Number","1002825.017"
"Zambia","2003","Not applicable","Not applicable","Number","1965987.003"
"Zambia","2004","Not applicable","Not applicable","Number","6607522.653"

